                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    437,                0.50302,                0.37083,                0.95195,                0.96234,                0.95328,                0.98994,                0.90356,                0.43271,                0.26374,                0.82127,              0.0091367,              0.0091367,              0.0091367
                    438,                 0.5054,                0.36387,                 0.9538,                0.96159,                0.95244,                0.99013,                0.90393,                0.43291,                0.26699,                0.82198,              0.0091347,              0.0091347,              0.0091347
                    439,                0.51269,                0.36858,                0.95225,                0.95757,                0.96015,                0.98995,                0.90501,                0.43375,                 0.2631,                 0.8221,              0.0091328,              0.0091328,              0.0091328
                    440,                0.52408,                0.37719,                 0.9529,                0.95952,                0.95961,                0.99035,                0.90456,                0.43527,                0.26153,                0.82165,              0.0091308,              0.0091308,              0.0091308
                    441,                 0.5287,                0.36368,                0.96078,                0.96027,                0.96543,                 0.9909,                0.90374,                0.43432,                0.26228,                0.82107,              0.0091288,              0.0091288,              0.0091288
                    442,                0.51373,                0.37107,                0.95735,                 0.9649,                0.95654,                0.99135,                0.90425,                0.43389,                0.26172,                0.82157,              0.0091268,              0.0091268,              0.0091268
                    443,                0.52006,                0.37062,                0.95578,                0.96218,                0.95423,                0.99087,                 0.9051,                0.43395,                0.26191,                0.82085,              0.0091248,              0.0091248,              0.0091248
                    444,                 0.5108,                0.35935,                0.95061,                 0.9513,                0.96381,                0.99093,                0.90407,                0.43313,                0.26455,                0.81954,              0.0091229,              0.0091229,              0.0091229
                    445,                0.51074,                 0.3622,                0.95143,                0.94959,                0.97027,                 0.9903,                0.90526,                0.43141,                0.26392,                0.81878,              0.0091209,              0.0091209,              0.0091209
                    446,                0.50149,                0.35681,                 0.9424,                0.95114,                0.96803,                0.99036,                0.90649,                0.43076,                0.26038,                0.81801,              0.0091189,              0.0091189,              0.0091189
                    447,                0.52343,                0.37946,                0.95494,                0.95522,                0.96611,                0.99075,                0.90889,                0.42978,                0.25928,                0.81693,              0.0091169,              0.0091169,              0.0091169
                    448,                0.51046,                0.36412,                0.95634,                0.95402,                0.96969,                0.99117,                0.90873,                0.42966,                0.25904,                0.81663,              0.0091149,              0.0091149,              0.0091149
                    449,                0.50849,                0.35963,                0.94669,                0.96001,                0.96286,                 0.9911,                 0.9076,                0.42892,                0.26152,                0.81546,               0.009113,               0.009113,               0.009113
                    450,                 0.5127,                0.36007,                0.95861,                0.95827,                0.96628,                0.99121,                0.90702,                0.42859,                0.26406,                0.81516,               0.009111,               0.009111,               0.009111
                    451,                0.50901,                0.37611,                0.94273,                0.95438,                0.97095,                0.99072,                0.90478,                0.42874,                0.26532,                0.81533,               0.009109,               0.009109,               0.009109
                    452,                 0.5155,                0.37958,                0.94929,                0.94981,                0.97545,                0.99029,                0.90381,                0.42932,                0.27296,                0.81529,               0.009107,               0.009107,               0.009107
                    453,                0.49866,                0.35642,                0.95111,                0.95143,                0.97092,                0.99111,                0.90652,                0.42835,                0.27076,                0.81478,               0.009105,               0.009105,               0.009105
                    454,                0.49262,                0.35898,                0.94303,                 0.9543,                0.97019,                  0.991,                 0.9041,                0.42911,                0.26577,                0.81518,              0.0091031,              0.0091031,              0.0091031
                    455,                0.50436,                0.37368,                 0.9609,                0.95147,                0.97231,                0.99115,                0.90507,                 0.4281,                0.26364,                0.81501,              0.0091011,              0.0091011,              0.0091011
                    456,                 0.4922,                0.34961,                0.94333,                0.95213,                 0.9725,                  0.991,                 0.9058,                0.42797,                0.26015,                0.81482,              0.0090991,              0.0090991,              0.0090991
                    457,                 0.4951,                0.35205,                0.94531,                0.95198,                0.96955,                0.99066,                0.90398,                 0.4277,                0.25962,                0.81518,              0.0090971,              0.0090971,              0.0090971
                    458,                0.50647,                0.36636,                0.95169,                0.95088,                0.96857,                0.98914,                0.90511,                0.42729,                0.26082,                0.81572,              0.0090951,              0.0090951,              0.0090951
                    459,                0.52049,                0.36472,                  0.951,                0.95319,                0.96156,                0.98879,                0.90554,                0.42662,                0.26432,                0.81587,              0.0090932,              0.0090932,              0.0090932
                    460,                0.50219,                0.37204,                0.94818,                0.94739,                0.96388,                 0.9858,                0.90163,                0.42669,                0.26292,                0.81686,              0.0090912,              0.0090912,              0.0090912
                    461,                 0.5112,                0.35823,                0.95328,                0.93728,                0.97512,                0.98468,                0.90175,                0.42797,                0.26466,                 0.8174,              0.0090892,              0.0090892,              0.0090892
                    462,                 0.5225,                 0.3847,                0.96097,                0.96003,                0.95616,                0.98897,                0.90637,                0.42802,                 0.2639,                0.81745,              0.0090872,              0.0090872,              0.0090872
                    463,                0.50689,                0.36371,                0.94347,                0.97711,                0.94286,                0.99056,                0.90913,                0.42865,                0.26161,                0.81786,              0.0090852,              0.0090852,              0.0090852
                    464,                0.50933,                0.36612,                0.95224,                0.96446,                0.95298,                0.99071,                0.90913,                0.42992,                0.26156,                0.81851,              0.0090833,              0.0090833,              0.0090833
                    465,                0.51849,                0.37953,                0.95816,                0.95916,                0.96345,                0.99097,                0.90902,                0.43123,                0.26135,                0.81907,              0.0090813,              0.0090813,              0.0090813
                    466,                0.50984,                0.36443,                0.96326,                0.95254,                0.96944,                0.99108,                0.90851,                0.43237,                0.26121,                0.82031,              0.0090793,              0.0090793,              0.0090793
                    467,                0.50428,                0.36602,                0.94836,                0.96077,                0.96541,                0.99109,                0.90761,                0.43371,                0.26352,                0.82089,              0.0090773,              0.0090773,              0.0090773
                    468,                0.49272,                0.35026,                 0.9552,                 0.9614,                0.96155,                0.99105,                0.90844,                0.43469,                0.26058,                 0.8205,              0.0090753,              0.0090753,              0.0090753
                    469,                0.50657,                0.36018,                0.95785,                0.95497,                0.96864,                0.99084,                0.90828,                0.43428,                0.26143,                0.81975,              0.0090734,              0.0090734,              0.0090734
                    470,                0.49329,                 0.3573,                0.94203,                0.95319,                0.97174,                0.99104,                0.90985,                0.43203,                0.26097,                0.81929,              0.0090714,              0.0090714,              0.0090714
                    471,                0.50532,                0.35572,                0.94688,                0.96072,                0.96134,                0.99095,                0.91047,                0.42957,                0.26102,                0.81825,              0.0090694,              0.0090694,              0.0090694
                    472,                0.51291,                0.38084,                0.95019,                0.95601,                0.96143,                0.99085,                0.90796,                0.42926,                0.26116,                0.81816,              0.0090674,              0.0090674,              0.0090674
                    473,                0.50434,                0.36243,                0.95209,                0.95776,                0.96296,                0.99052,                0.90788,                0.42918,                0.25991,                0.81813,              0.0090654,              0.0090654,              0.0090654
                    474,                0.51335,                0.36021,                0.95028,                0.96442,                0.96036,                0.99092,                0.90493,                0.42882,                0.26339,                0.81767,              0.0090635,              0.0090635,              0.0090635
                    475,                 0.4942,                 0.3523,                0.95028,                0.96233,                0.96285,                0.99114,                0.90703,                0.42882,                 0.2587,                0.81801,              0.0090615,              0.0090615,              0.0090615
                    476,                0.49859,                0.35003,                0.94361,                0.95892,                0.96823,                0.99142,                0.90565,                0.42952,                 0.2577,                0.81852,              0.0090595,              0.0090595,              0.0090595
                    477,                0.50611,                0.35844,                0.94884,                0.95584,                0.96986,                0.99092,                0.90606,                0.42928,                0.25695,                0.81833,              0.0090575,              0.0090575,              0.0090575
                    478,                0.51102,                0.35241,                0.95509,                0.95926,                 0.9696,                0.99129,                0.90595,                0.42997,                0.25961,                0.81951,              0.0090555,              0.0090555,              0.0090555
                    479,                 0.4871,                0.34409,                0.93885,                0.95124,                0.97326,                0.99151,                0.90582,                0.42974,                0.25996,                0.81938,              0.0090536,              0.0090536,              0.0090536
                    480,                0.51845,                0.36987,                0.95149,                0.94881,                 0.9752,                0.99142,                 0.9051,                0.42796,                0.25828,                0.81858,              0.0090516,              0.0090516,              0.0090516
                    481,                0.48516,                0.34847,                0.93956,                0.96395,                0.96448,                0.99161,                0.90408,                0.42713,                0.25696,                0.81795,              0.0090496,              0.0090496,              0.0090496
                    482,                0.51622,                0.37014,                 0.9569,                0.94596,                0.98171,                0.99139,                0.90482,                0.42663,                0.25671,                0.81844,              0.0090476,              0.0090476,              0.0090476
                    483,                0.50617,                0.34376,                0.95318,                0.94638,                0.98212,                0.99152,                0.90459,                0.42599,                0.25873,                0.81755,              0.0090456,              0.0090456,              0.0090456
                    484,                0.51358,                0.35767,                0.95039,                0.94704,                0.97895,                0.99154,                  0.905,                0.42624,                0.25664,                0.81775,              0.0090437,              0.0090437,              0.0090437
                    485,                0.50861,                0.36851,                0.94968,                0.94766,                0.97979,                0.99173,                0.90511,                0.42673,                0.25324,                0.81779,              0.0090417,              0.0090417,              0.0090417
                    486,                0.49261,                0.35585,                0.93978,                0.95045,                0.97326,                0.99174,                0.90354,                0.42827,                0.25702,                 0.8181,              0.0090397,              0.0090397,              0.0090397
                    487,                0.51316,                0.37638,                0.94213,                0.94851,                0.97969,                0.99161,                0.90371,                0.42976,                 0.2561,                0.81856,              0.0090377,              0.0090377,              0.0090377
                    488,                0.50523,                0.36721,                0.94775,                0.94904,                0.97995,                0.99156,                0.90418,                0.42977,                0.25744,                 0.8187,              0.0090357,              0.0090357,              0.0090357
                    489,                 0.5045,                0.36313,                0.95046,                0.94884,                0.97969,                0.99137,                0.90328,                0.42985,                0.25623,                0.81845,              0.0090338,              0.0090338,              0.0090338
                    490,                0.50068,                0.35674,                 0.9393,                0.94941,                0.97969,                0.99144,                0.90511,                0.42877,                0.25728,                0.81769,              0.0090318,              0.0090318,              0.0090318
                    491,                0.50409,                0.35336,                0.94402,                0.94942,                0.97973,                0.99151,                0.90582,                0.42777,                0.25931,                0.81693,              0.0090298,              0.0090298,              0.0090298
                    492,                0.48318,                0.34117,                0.93864,                0.95583,                0.96988,                0.99112,                0.90494,                0.42829,                0.26145,                 0.8171,              0.0090278,              0.0090278,              0.0090278
                    493,                0.49708,                0.35304,                0.95535,                0.94981,                0.97709,                0.99054,                0.90652,                0.42829,                0.26481,                0.81761,              0.0090258,              0.0090258,              0.0090258
                    494,                0.48863,                0.34139,                0.95246,                0.95334,                0.97222,                 0.9904,                0.90407,                0.42931,                0.26769,                0.81844,              0.0090239,              0.0090239,              0.0090239
                    495,                0.51498,                 0.3563,                0.95926,                0.95819,                0.96448,                0.99044,                0.90427,                0.43005,                0.27004,                0.81886,              0.0090219,              0.0090219,              0.0090219
                    496,                0.49362,                 0.3613,                0.95045,                0.95729,                0.96785,                0.99077,                0.90435,                0.43191,                0.26531,                0.81938,              0.0090199,              0.0090199,              0.0090199
                    497,                0.49467,                0.36412,                0.94619,                0.95425,                0.96123,                0.99071,                 0.9047,                0.43248,                0.26417,                0.81925,              0.0090179,              0.0090179,              0.0090179
                    498,                0.49224,                0.35617,                0.94156,                0.94643,                0.97474,                0.99056,                0.90415,                0.43176,                0.26361,                0.81845,              0.0090159,              0.0090159,              0.0090159
                    499,                0.51983,                0.34892,                0.94687,                 0.9471,                0.97531,                0.99044,                 0.9045,                0.42924,                0.26329,                0.81771,               0.009014,               0.009014,               0.009014
                    500,                0.50307,                0.35351,                0.94956,                0.94149,                0.97636,                0.99013,                0.90472,                0.42798,                0.25986,                0.81701,               0.009012,               0.009012,               0.009012
                    501,                 0.4922,                0.35817,                0.94378,                0.94171,                0.97652,                0.99018,                0.90372,                0.42708,                0.25725,                0.81666,                0.00901,                0.00901,                0.00901
                    502,                 0.4915,                0.34972,                0.94067,                0.94959,                 0.9681,                0.98997,                0.90514,                0.42661,                0.25803,                 0.8167,               0.009008,               0.009008,               0.009008
                    503,                0.49275,                0.35107,                 0.9461,                0.95409,                0.96286,                 0.9897,                0.90522,                0.42521,                  0.256,                0.81574,               0.009006,               0.009006,               0.009006
                    504,                0.49493,                0.34797,                0.94568,                0.95325,                0.97172,                0.99024,                0.90397,                0.42542,                0.25303,                0.81562,              0.0090041,              0.0090041,              0.0090041
                    505,                 0.5149,                0.36392,                0.95527,                0.94946,                0.97044,                0.99022,                0.90421,                0.42498,                0.25313,                0.81521,              0.0090021,              0.0090021,              0.0090021
                    506,                 0.5059,                0.35175,                0.95145,                 0.9498,                0.97556,                0.99072,                0.90379,                0.42487,                0.25266,                0.81537,              0.0090001,              0.0090001,              0.0090001
                    507,                0.49299,                0.36653,                0.95009,                0.95461,                0.97036,                0.99136,                0.90483,                0.42384,                0.25216,                0.81497,              0.0089981,              0.0089981,              0.0089981
                    508,                0.49119,                0.36718,                0.94122,                0.95354,                0.97499,                0.99155,                0.90531,                0.42367,                0.25036,                0.81442,              0.0089961,              0.0089961,              0.0089961
                    509,                0.49175,                 0.3502,                0.94233,                 0.9579,                0.97104,                0.99168,                0.90574,                0.42362,                0.25164,                0.81438,              0.0089942,              0.0089942,              0.0089942
                    510,                 0.5038,                0.35815,                0.95372,                0.95195,                0.97356,                0.99121,                0.90608,                0.42356,                0.25358,                0.81372,              0.0089922,              0.0089922,              0.0089922
                    511,                0.50378,                0.36015,                0.95271,                0.95765,                0.97097,                0.99161,                 0.9065,                0.42388,                0.25418,                0.81374,              0.0089902,              0.0089902,              0.0089902
                    512,                  0.491,                0.34957,                0.93804,                0.95308,                 0.9749,                0.99145,                0.90509,                0.42407,                0.25399,                0.81416,              0.0089882,              0.0089882,              0.0089882
                    513,                0.49134,                0.34532,                 0.9418,                0.95036,                0.97713,                0.99135,                0.90436,                0.42455,                0.25475,                0.81495,              0.0089862,              0.0089862,              0.0089862
                    514,                 0.5017,                0.34904,                0.95066,                 0.9545,                0.97237,                0.99133,                0.90591,                0.42467,                0.25495,                0.81521,              0.0089843,              0.0089843,              0.0089843
                    515,                0.49829,                0.35724,                0.94657,                0.94898,                0.97511,                0.99102,                0.90552,                0.42426,                 0.2557,                0.81568,              0.0089823,              0.0089823,              0.0089823
                    516,                0.49465,                0.35701,                0.94779,                0.95318,                0.97106,                0.99094,                0.90746,                0.42377,                0.25643,                0.81626,              0.0089803,              0.0089803,              0.0089803
                    517,                0.48678,                0.34383,                0.93985,                0.95656,                0.96909,                0.99097,                0.90768,                0.42326,                0.25943,                0.81633,              0.0089783,              0.0089783,              0.0089783
                    518,                0.51456,                  0.358,                0.96182,                0.95177,                 0.9734,                0.99103,                0.90814,                0.42269,                0.25869,                 0.8164,              0.0089763,              0.0089763,              0.0089763
                    519,                0.49913,                0.35909,                0.94852,                0.95848,                0.95882,                 0.9909,                0.90798,                0.42275,                0.25823,                0.81658,              0.0089744,              0.0089744,              0.0089744
                    520,                0.49778,                0.35941,                0.94217,                0.95708,                0.95968,                 0.9907,                0.90835,                0.42234,                0.25999,                0.81634,              0.0089724,              0.0089724,              0.0089724
                    521,                0.50067,                 0.3522,                0.94059,                 0.9614,                0.95882,                0.99056,                 0.9085,                0.42209,                0.25891,                0.81621,              0.0089704,              0.0089704,              0.0089704
                    522,                0.50406,                0.39631,                0.94544,                0.96132,                0.95834,                0.99043,                0.90777,                 0.4221,                0.25913,                0.81632,              0.0089684,              0.0089684,              0.0089684
                    523,                0.48422,                  0.349,                0.93879,                0.96004,                0.95204,                0.99019,                0.90776,                0.42134,                0.25858,                0.81603,              0.0089664,              0.0089664,              0.0089664
                    524,                0.48926,                0.35482,                0.94322,                0.94796,                0.96356,                0.98988,                0.90616,                0.42152,                0.25861,                0.81613,              0.0089645,              0.0089645,              0.0089645
                    525,                0.51623,                0.35702,                0.94613,                0.94356,                0.96684,                0.99015,                0.90595,                 0.4219,                0.25803,                0.81635,              0.0089625,              0.0089625,              0.0089625
                    526,                0.49486,                0.34999,                0.94568,                0.94143,                0.96456,                 0.9894,                0.90415,                 0.4216,                0.25758,                0.81602,              0.0089605,              0.0089605,              0.0089605
                    527,                0.49964,                0.36923,                 0.9561,                0.94608,                0.97384,                0.99038,                0.90555,                0.42167,                0.25682,                0.81603,              0.0089585,              0.0089585,              0.0089585
                    528,                 0.4728,                0.34558,                0.94134,                0.94445,                0.97156,                0.99021,                0.90589,                0.42171,                0.25869,                0.81572,              0.0089565,              0.0089565,              0.0089565
                    529,                0.49294,                0.35322,                0.94277,                0.95469,                0.96862,                0.99033,                0.90915,                0.42167,                0.25779,                0.81572,              0.0089546,              0.0089546,              0.0089546
                    530,                 0.4942,                0.35644,                0.94516,                0.95728,                0.96364,                0.99059,                0.90765,                0.42089,                0.25717,                0.81499,              0.0089526,              0.0089526,              0.0089526
                    531,                0.49267,                0.34954,                0.94666,                0.93853,                0.98008,                0.99063,                0.90807,                0.42117,                0.25775,                0.81543,              0.0089506,              0.0089506,              0.0089506
                    532,                0.49688,                0.35843,                0.94538,                0.94896,                0.97212,                0.99057,                 0.9075,                0.42176,                0.25779,                0.81586,              0.0089486,              0.0089486,              0.0089486
                    533,                0.50211,                0.35868,                0.95255,                0.94907,                0.97244,                0.99069,                0.90959,                0.42254,                0.25776,                 0.8159,              0.0089466,              0.0089466,              0.0089466
                    534,                0.51027,                0.36174,                0.95532,                0.95986,                0.96448,                  0.991,                0.90937,                0.42282,                0.25674,                0.81593,              0.0089447,              0.0089447,              0.0089447
                    535,                0.51841,                0.36547,                0.96187,                0.96536,                0.96499,                 0.9913,                0.90823,                 0.4237,                 0.2552,                0.81661,              0.0089427,              0.0089427,              0.0089427
                    536,                 0.5041,                0.35938,                0.95575,                0.96354,                0.95935,                0.99118,                0.90733,                0.42489,                0.25563,                0.81691,              0.0089407,              0.0089407,              0.0089407
                    537,                 0.5076,                0.35575,                0.95334,                 0.9597,                0.95968,                0.99106,                 0.9062,                0.42404,                0.25668,                0.81609,              0.0089387,              0.0089387,              0.0089387
                    538,                0.49967,                0.33954,                0.95441,                0.95097,                0.96889,                0.99112,                0.90746,                0.42354,                0.25511,                0.81506,              0.0089367,              0.0089367,              0.0089367
                    539,                0.49297,                0.33748,                0.95083,                   0.95,                0.97218,                0.99093,                0.90717,                0.42392,                0.25404,                0.81506,              0.0089348,              0.0089348,              0.0089348
                    540,                0.49398,                0.34416,                0.94477,                0.94962,                0.97183,                0.99098,                0.90866,                0.42273,                0.25543,                0.81436,              0.0089328,              0.0089328,              0.0089328
                    541,                0.51464,                0.36359,                0.94846,                0.95012,                0.97205,                0.99065,                0.90733,                  0.422,                0.25652,                  0.814,              0.0089308,              0.0089308,              0.0089308
                    542,                0.50116,                0.35299,                0.95372,                0.95242,                0.96986,                0.99049,                0.90743,                0.42177,                0.25787,                0.81399,              0.0089288,              0.0089288,              0.0089288
                    543,                0.49515,                 0.3516,                0.94561,                0.95361,                0.97086,                0.99047,                0.90743,                 0.4211,                0.25876,                0.81384,              0.0089268,              0.0089268,              0.0089268
                    544,                 0.5043,                0.37229,                0.95651,                0.94582,                0.97493,                0.99058,                0.90676,                0.42067,                0.25664,                0.81388,              0.0089249,              0.0089249,              0.0089249
                    545,                0.48969,                0.34449,                 0.9471,                0.94425,                0.97341,                0.99023,                0.90807,                0.42094,                0.25733,                0.81406,              0.0089229,              0.0089229,              0.0089229
                    546,                0.48429,                0.35572,                0.95676,                0.94789,                0.96823,                0.98972,                0.90806,                0.42156,                0.25885,                0.81396,              0.0089209,              0.0089209,              0.0089209
                    547,                0.50418,                0.35532,                0.94818,                0.94251,                0.97208,                0.98949,                 0.9068,                0.42143,                0.25869,                0.81326,              0.0089189,              0.0089189,              0.0089189
                    548,                0.50062,                0.35974,                0.94489,                0.94009,                0.97413,                0.98913,                0.90437,                0.42171,                0.25856,                0.81296,              0.0089169,              0.0089169,              0.0089169
                    549,                0.50979,                0.36412,                0.95444,                0.94369,                0.97001,                0.98931,                0.90457,                0.42214,                0.25781,                0.81304,               0.008915,               0.008915,               0.008915
                    550,                0.48972,                 0.3547,                0.94986,                 0.9429,                0.97396,                0.98942,                0.90589,                0.42217,                0.25759,                0.81304,               0.008913,               0.008913,               0.008913
                    551,                0.50239,                0.35129,                0.95557,                0.94241,                0.97368,                 0.9895,                 0.9052,                0.42237,                0.25678,                 0.8132,               0.008911,               0.008911,               0.008911
                    552,                0.50732,                0.36081,                 0.9538,                 0.9419,                0.97546,                0.98954,                0.90547,                0.42299,                0.25506,                0.81341,               0.008909,               0.008909,               0.008909
                    553,                 0.5111,                0.36479,                0.95778,                 0.9417,                0.97562,                0.98965,                0.90588,                0.42302,                 0.2565,                0.81326,               0.008907,               0.008907,               0.008907
                    554,                0.50723,                0.35135,                0.95184,                0.94107,                 0.9752,                0.98957,                0.90449,                0.42331,                0.25382,                0.81347,              0.0089051,              0.0089051,              0.0089051
                    555,                0.50698,                0.35433,                0.94592,                0.94126,                0.97549,                0.98965,                0.90614,                0.42387,                0.25179,                0.81357,              0.0089031,              0.0089031,              0.0089031
                    556,                0.50303,                0.34834,                0.94934,                0.94164,                0.97632,                0.98965,                0.90551,                0.42399,                0.25001,                 0.8137,              0.0089011,              0.0089011,              0.0089011
                    557,                0.49003,                0.33629,                0.94628,                 0.9378,                0.97652,                0.98973,                0.90542,                0.42407,                0.24988,                0.81388,              0.0088991,              0.0088991,              0.0088991
                    558,                0.50072,                0.35232,                0.94216,                 0.9308,                0.98562,                0.98958,                0.90537,                0.42399,                0.24938,                0.81432,              0.0088971,              0.0088971,              0.0088971
                    559,                0.50215,                0.35511,                0.94094,                0.94292,                0.97693,                0.98997,                0.90614,                0.42347,                0.24976,                0.81362,              0.0088952,              0.0088952,              0.0088952
                    560,                0.49592,                0.36195,                0.94116,                0.94692,                0.97266,                0.99039,                0.90738,                0.42388,                0.24955,                0.81343,              0.0088932,              0.0088932,              0.0088932
                    561,                0.51309,                0.37416,                0.95108,                0.95065,                 0.9677,                0.99035,                 0.9063,                0.42405,                0.25121,                0.81386,              0.0088912,              0.0088912,              0.0088912
                    562,                0.48565,                0.36396,                0.94252,                0.95088,                0.96887,                0.99022,                0.90677,                0.42441,                0.25055,                0.81405,              0.0088892,              0.0088892,              0.0088892
                    563,                0.50137,                0.36076,                0.94742,                0.95181,                0.96949,                0.99015,                0.90607,                0.42428,                0.24903,                0.81376,              0.0088872,              0.0088872,              0.0088872
                    564,                0.47947,                0.33217,                0.94675,                0.95055,                0.97286,                0.98988,                0.90495,                0.42433,                0.24986,                0.81394,              0.0088853,              0.0088853,              0.0088853
                    565,                0.49638,                0.35523,                0.94383,                0.95288,                0.96668,                0.98983,                 0.9053,                0.42348,                0.25114,                0.81389,              0.0088833,              0.0088833,              0.0088833
                    566,                0.50127,                0.37277,                0.95207,                 0.9532,                0.96757,                0.98978,                 0.9052,                0.42375,                0.25043,                0.81418,              0.0088813,              0.0088813,              0.0088813
                    567,                 0.5079,                0.36604,                0.94787,                0.97029,                0.95095,                 0.9898,                0.90379,                0.42347,                0.25068,                0.81378,              0.0088793,              0.0088793,              0.0088793
                    568,                0.50156,                 0.3458,                0.94406,                0.95902,                0.96416,                0.99028,                0.90436,                0.42315,                 0.2516,                0.81351,              0.0088773,              0.0088773,              0.0088773
                    569,                0.50387,                0.34967,                0.94615,                 0.9688,                 0.9548,                0.99074,                 0.9034,                0.42318,                0.25098,                0.81358,              0.0088754,              0.0088754,              0.0088754
                    570,                 0.4946,                  0.349,                0.94648,                0.94944,                0.96678,                 0.9908,                0.90468,                0.42315,                 0.2512,                0.81355,              0.0088734,              0.0088734,              0.0088734
